tweet_id,favorites,retweets,user_followers,user_favourites,date_time
892420643555336193,37189,7957,,,2017-08-01 16:23:56+00:00
892177421306343426,31978,5907,,,2017-08-01 00:17:27+00:00
891815181378084864,24085,3904,,,2017-07-31 00:18:03+00:00
891689557279858688,40503,8110,,,2017-07-30 15:58:51+00:00
891327558926688256,38728,8790,,,2017-07-29 16:00:24+00:00
891087950875897856,19471,2923,,,2017-07-29 00:08:17+00:00
890971913173991426,11359,1941,,,2017-07-28 16:27:12+00:00
890729181411237888,62713,17726,,,2017-07-28 00:22:40+00:00
890609185150312448,26775,4021,,,2017-07-27 16:25:51+00:00
890240255349198849,30677,6922,,,2017-07-26 15:59:51+00:00
890006608113172480,29517,6884,,,2017-07-26 00:31:25+00:00
889880896479866881,26768,4687,,,2017-07-25 16:11:53+00:00
889665388333682689,46218,9431,,,2017-07-25 01:55:32+00:00
889638837579907072,26046,4229,,,2017-07-25 00:10:02+00:00
889531135344209921,14540,2118,,,2017-07-24 17:02:04+00:00
889278841981685760,24260,5034,,,2017-07-24 00:19:32+00:00
888917238123831296,27994,4228,,,2017-07-23 00:22:39+00:00
888804989199671297,24588,4000,,,2017-07-22 16:56:37+00:00
888554962724278272,19031,3307,,,2017-07-22 00:23:06+00:00
888078434458587136,20921,3269,,,2017-07-20 16:49:33+00:00
887705289381826560,29034,5057,,,2017-07-19 16:06:48+00:00
887517139158093824,44532,11024,,,2017-07-19 03:39:09+00:00
887473957103951883,66222,16946,,,2017-07-19 00:47:34+00:00
887343217045368832,32372,9822,,,2017-07-18 16:08:03+00:00
887101392804085760,29401,5603,,,2017-07-18 00:07:08+00:00
886983233522544640,33721,7222,,,2017-07-17 16:17:36+00:00
886736880519319552,11563,3048,,,2017-07-16 23:58:41+00:00
886680336477933568,21561,4187,,,2017-07-16 20:14:00+00:00
886366144734445568,20345,2998,,,2017-07-15 23:25:31+00:00
886258384151887873,26902,5933,,,2017-07-15 16:17:19+00:00
885984800019947520,31360,6344,,,2017-07-14 22:10:11+00:00
885528943205470208,34588,6022,,,2017-07-13 15:58:47+00:00
885167619883638784,21051,4114,,,2017-07-12 16:03:00+00:00
884925521741709313,74357,17050,,,2017-07-12 00:01:00+00:00
884876753390489601,26830,5268,,,2017-07-11 20:47:12+00:00
884562892145688576,23362,4431,,,2017-07-11 00:00:02+00:00
884441805382717440,25999,5346,,,2017-07-10 15:58:53+00:00
884162670584377345,19590,2806,,,2017-07-09 21:29:42+00:00
883838122936631299,21007,3251,,,2017-07-09 00:00:04+00:00
883482846933004288,44140,9314,,,2017-07-08 00:28:19+00:00
883360690899218434,21808,3487,,,2017-07-07 16:22:55+00:00
883117836046086144,35715,6259,,,2017-07-07 00:17:54+00:00
882992080364220416,22991,3679,,,2017-07-06 15:58:11+00:00
882762694511734784,27189,4609,,,2017-07-06 00:46:41+00:00
882627270321602560,26862,5712,,,2017-07-05 15:48:34+00:00
882268110199369728,43195,10902,,,2017-07-04 16:01:23+00:00
882045870035918850,28195,4609,,,2017-07-04 01:18:17+00:00
881906580714921986,23376,3202,,,2017-07-03 16:04:48+00:00
881666595344535552,48719,10040,,,2017-07-03 00:11:11+00:00
881536004380872706,47554,15020,,,2017-07-02 15:32:16+00:00
881268444196462592,22277,4935,,,2017-07-01 21:49:04+00:00
880935762899988482,16382,2629,,,2017-06-30 23:47:07+00:00
880872448815771648,20472,3597,,,2017-06-30 19:35:32+00:00
880465832366813184,27432,5875,,,2017-06-29 16:39:47+00:00
880221127280381952,25973,3965,,,2017-06-29 00:27:25+00:00
880095782870896641,26587,4087,,,2017-06-28 16:09:20+00:00
879862464715927552,21505,3289,,,2017-06-28 00:42:13+00:00
879492040517615616,22580,2998,,,2017-06-27 00:10:17+00:00
879415818425184262,101884,41814,,,2017-06-26 19:07:24+00:00
879376492567855104,16185,2941,,,2017-06-26 16:31:08+00:00
879050749262655488,21692,4414,,,2017-06-25 18:56:45+00:00
879008229531029506,18262,2538,,,2017-06-25 16:07:47+00:00
878776093423087618,18661,3872,,,2017-06-25 00:45:22+00:00
878281511006478336,7437,1221,,,2017-06-23 16:00:04+00:00
878057613040115712,40506,6426,,,2017-06-23 01:10:23+00:00
877736472329191424,76671,17959,,,2017-06-22 03:54:17+00:00
877556246731214848,21865,3600,,,2017-06-21 15:58:08+00:00
877316821321428993,26373,4888,,,2017-06-21 00:06:44+00:00
877201837425926144,26117,5275,,,2017-06-20 16:29:50+00:00
876838120628539392,19959,3155,,,2017-06-19 16:24:33+00:00
876484053909872640,18079,2254,,,2017-06-18 16:57:37+00:00
876120275196170240,26920,4417,,,2017-06-17 16:52:05+00:00
875747767867523072,24259,4035,,,2017-06-16 16:11:53+00:00
875144289856114688,21145,4661,,,2017-06-15 00:13:52+00:00
875021211251597312,24560,4472,,,2017-06-14 16:04:48+00:00
874680097055178752,26839,4390,,,2017-06-13 17:29:20+00:00
874296783580663808,25114,3899,,,2017-06-12 16:06:11+00:00
874057562936811520,21906,3756,,,2017-06-12 00:15:36+00:00
874012996292530176,33283,9776,,,2017-06-11 21:18:31+00:00
873580283840344065,23377,3731,,,2017-06-10 16:39:04+00:00
873213775632977920,6956,1511,,,2017-06-09 16:22:42+00:00
872967104147763200,26357,5134,,,2017-06-09 00:02:31+00:00
